Customer Name,Product Category,Region,Sales
Pamela Wiley,Technology,East,17837.33
Pat Baker,Office Supplies,East,493.08
Pat Bowden,Office Supplies,East,354.42
Pat Kinney,Office Supplies,Central,1159.79
Pat Kinney,Technology,Central,6671.81
Patricia Carver Fink,Office Supplies,East,334.6
Patricia Carver Fink,Technology,East,1304.68
Patricia Cole Blair,Furniture,Central,1079.86
Patricia Cole Blair,Office Supplies,Central,328.13
Patricia Cole Blair,Technology,Central,2866.08
Patrick Adcock,Office Supplies,Central,1344.11
Patrick Adcock,Technology,Central,3226.73
Patrick Byrne,Office Supplies,Central,188.44
Patrick Byrne,Technology,Central,55.68
Patrick Hendrix,Furniture,East,8401.16
Patrick Hendrix,Office Supplies,East,889.87
Patrick Hendrix,Technology,East,18537.69
Patrick Lowry,Office Supplies,East,131.79
Patrick Lowry,Technology,East,35.33
Patrick Reilly,Office Supplies,East,24.51
Patrick Rhodes,Furniture,West,729.76
Patrick Rhodes,Office Supplies,West,308.97
Patrick Rosenthal,Office Supplies,East,1967.98
Patrick Womble,Technology,South,472.69
Patsy Harmon,Furniture,Central,2055.85
Patsy Harmon,Office Supplies,Central,326.02
Patsy Kane Gardner,Furniture,East,14.02
Patsy Kane Gardner,Office Supplies,East,9.73
Patsy Langley,Furniture,East,2505.22
Patsy Langley,Office Supplies,East,243.16
Patsy Langley,Technology,East,28.4
Patsy Shea,Technology,South,1094.33
Paul Cooper,Furniture,West,5069.86
Paul Cooper,Office Supplies,West,631.39
Paul Cooper,Technology,West,444.34
Paul Cowan,Furniture,Central,3643.84
Paul Cowan,Office Supplies,Central,421.24
Paul Hensley,Office Supplies,East,617.22
Paul Perez,Office Supplies,East,82.05
Paul Puckett,Furniture,East,1689.24
Paul Puckett,Office Supplies,East,24.44
Paul Puckett,Technology,East,88.83
Paul Tate,Furniture,East,16712.23
Paul Tate,Office Supplies,East,6707.47
Paul Tate,Technology,East,6208
Paul W French,Furniture,East,1016.07
Paul W French,Office Supplies,East,137.41
Paul W French,Technology,East,147.56
Paul Wood,Office Supplies,South,14.96
Paul Wood,Technology,South,603.88
Paula Ellis McGee,Office Supplies,East,176.66
Paula Hubbard,Office Supplies,West,1114.07
Paula Joyce Browning,Office Supplies,Central,258.69
Paula Joyce Browning,Technology,Central,594.83
Paula Koch,Office Supplies,East,309.98
Paula Koch,Technology,East,1446.42
Paula Li,Furniture,East,277.31
Pauline Boyette,Office Supplies,East,18.71
Pauline Brooks,Office Supplies,East,42.44
Pauline Denton,Furniture,Central,10618.02
Pauline Denton,Office Supplies,Central,100.57
Pauline Denton,Technology,Central,1928.56
Pauline Erickson Kirkland,Office Supplies,South,24.42
Pauline Finch,Furniture,West,3423.29
Pauline Finch,Office Supplies,West,218.25
Pauline Finch,Technology,West,293.84
Pauline Reed,Office Supplies,Central,8.24
Pauline Stanley,Office Supplies,East,518.89
Peggy Chan,Office Supplies,Central,31.18
Peggy Chan,Technology,Central,1146.05
Peggy Lanier,Furniture,West,410.35
Peggy Lanier,Office Supplies,West,175.92
Peggy Lanier,Technology,West,3144.56
Peggy Rowe,Furniture,East,313.63
Penny Davenport,Office Supplies,Central,1660.45
Penny Davenport,Technology,Central,2079.08
Penny Golden,Furniture,East,2558.99
Penny Golden,Technology,East,520.5
Penny Holmes,Office Supplies,Central,22.13
Penny Holmes,Technology,Central,13.04
Penny Kaufman,Furniture,Central,240.27
Penny Kaufman,Office Supplies,Central,376.25
Penny Kaufman,Technology,Central,690.77
Penny Leach,Technology,East,3705.14
Penny O Caldwell,Furniture,West,4207.65
Penny Rich,Office Supplies,Central,761.47
Penny Rich,Technology,Central,1583.9
Penny Rose,Office Supplies,Central,275.82
Penny Rose,Technology,Central,3165.5
Penny Tuttle,Office Supplies,East,3730.33
Penny Tuttle,Technology,East,19.25
Peter Adams,Furniture,East,1939.25
Peter Adams,Office Supplies,East,277.12
Peter Brooks,Furniture,East,12921.65
Peter Brooks,Office Supplies,East,4666.88
Peter Brooks,Technology,East,12222.25
Peter Conway,Office Supplies,East,373.44
Peter Creech,Office Supplies,East,93.53
Peter Hardy,Furniture,East,296.75
Peter Hardy,Office Supplies,East,251.91
Peter Hardy,Technology,East,915.12
Peter Hedrick,Furniture,South,693.46
Peter Maynard,Office Supplies,East,47.96
Peter McConnell,Furniture,South,1312.98
Peter McConnell,Office Supplies,South,5481.37
Philip Coates,Office Supplies,East,273.04
Philip Hawkins,Furniture,Central,477.93
Philip Hawkins,Office Supplies,Central,793.02
Philip Hawkins,Technology,Central,334.44
Philip Olsen,Furniture,East,7499.07
Phillip Blum,Furniture,West,6882.22
Phillip Blum,Office Supplies,West,5.84
Phillip Blum,Technology,West,1610.65
Phillip Chappell,Furniture,West,296.97
Phillip Chappell,Office Supplies,West,3.51
Phillip Clapp,Technology,East,462.34
Phillip Cochran Ashley,Technology,South,7.11
Phillip Holmes,Technology,East,250.5
Phillip Pollard,Office Supplies,East,63.66
Phillip Wilkerson,Office Supplies,Central,65.26
Phillip Wilkerson,Technology,Central,151.95
Phillip Wright,Office Supplies,Central,111.93
Phyllis Adcock,Furniture,Central,3643.19
Phyllis Cohen,Office Supplies,East,302.39
Phyllis Hull,Office Supplies,East,55.43
Phyllis Jacobson,Furniture,Central,6804.42
Phyllis Jacobson,Office Supplies,Central,78.01
Phyllis Little,Office Supplies,South,362.96
Phyllis Little,Technology,South,112.45
Phyllis Vincent,Office Supplies,East,191.85
Priscilla Allen,Furniture,Central,8333.47
Priscilla Allen,Office Supplies,Central,207.33
Priscilla Allen,Technology,Central,578.88
Priscilla Allred,Furniture,East,1725.03
Priscilla Allred,Office Supplies,East,573.17
Priscilla Brandon,Furniture,East,4721.81
Priscilla Brandon,Technology,East,82.8
Priscilla Bullock,Office Supplies,East,108.46
Priscilla Frank,Office Supplies,East,25.37
Priscilla Kane,Furniture,Central,2302.73
Priscilla Kane,Office Supplies,Central,18312.22
Priscilla Kane,Technology,Central,40995.65
Priscilla Owen,Technology,Central,745.91
Rachel Bates,Office Supplies,East,194.08
Rachel Bates,Technology,East,821.17
Rachel Casey,Office Supplies,South,82.99
Rachel Casey,Technology,South,511.66
Ralph Fowler,Furniture,South,5083.71
Ralph Fowler,Office Supplies,South,81.25
Ralph Fowler,Technology,South,9517.03
Ralph Harding,Office Supplies,South,5567.03
Ralph Woods Scott,Office Supplies,Central,3552.57
Ralph Woods Scott,Technology,Central,707.62
Randall Boykin,Office Supplies,East,1030.51
Randall Bridges,Office Supplies,East,4813.78
Randall Bynum,Furniture,West,2265.48
Randall Bynum,Office Supplies,West,348.7
Randall Montgomery,Office Supplies,East,7991.28
Randall Montgomery,Technology,East,2253.72
Randall Schneider,Office Supplies,South,203.01
Randall Schneider,Technology,South,695.07
Randy Collier,Technology,East,395.83
Randy Jiang,Furniture,East,2653.02
Randy Lucas,Office Supplies,West,19.22
Randy Lucas,Technology,West,147.93
Ray Cook,Furniture,South,290.9
Ray Cook,Office Supplies,South,211.44
Ray Grady,Furniture,Central,44.75
Ray Grady,Office Supplies,Central,637.24
Ray Grady,Technology,Central,4260.22
Ray Horne,Office Supplies,East,86.3
Ray Morgan,Office Supplies,West,346.79
Ray Oakley,Furniture,Central,4705.11
Ray Oakley,Office Supplies,Central,2071.83
Ray Oakley,Technology,Central,1881.43
Ray Silverman,Furniture,South,4922.58
Ray Silverman,Office Supplies,South,199.19
Ray Silverman,Technology,South,126.48
Raymond Clark,Technology,Central,2344.37
Raymond Hampton,Office Supplies,West,15.04
Raymond Hernandez,Furniture,East,4278.19
Raymond Hernandez,Office Supplies,East,417.31
Rebecca Abrams,Furniture,Central,2422.39
Rebecca Abrams,Office Supplies,Central,1976.67
Rebecca Abrams,Technology,Central,1002.3
Rebecca Frazier Foley,Furniture,Central,287.92
Rebecca Frazier Foley,Office Supplies,Central,2915.43
Rebecca Lindsey,Furniture,Central,603.12
Rebecca Lindsey,Office Supplies,Central,277.65
Rebecca Morrow,Office Supplies,East,3640.52
Rebecca Rhodes,Furniture,East,775.67
Rebecca Rhodes,Office Supplies,East,1249.47
Rebecca Rhodes,Technology,East,357.92
Regina Hewitt,Furniture,West,897.87
Regina Hewitt,Office Supplies,West,2310.91
Regina Kelley,Office Supplies,East,264.34
Regina Langley,Furniture,South,356.71
Regina Langley,Office Supplies,South,1116.66
Regina Langley,Technology,South,293.94
Regina Phillips,Office Supplies,Central,243.98
Regina Phillips,Technology,Central,4772.09
Renee Alston,Office Supplies,East,193.26
Renee Alston,Technology,East,279.83
Renee Conrad,Technology,South,1369.95
Renee Ellington,Office Supplies,South,258.08
Renee Ellington,Technology,South,3118.15
Renee Huang,Office Supplies,South,266.81
Renee Huang,Technology,South,3676.83
Renee Jernigan,Office Supplies,South,42.44
Renee McDowell,Furniture,Central,691.16
Renee McDowell,Office Supplies,Central,577.27
Renee McKenzie,Furniture,East,1194.06
Renee McKenzie,Office Supplies,East,533.32
Renee McKenzie,Technology,East,758.97
Renee McKinney,Technology,East,259.55
Rhonda Bryant,Furniture,South,1023.65
Rhonda Bryant,Office Supplies,South,4314.53
Rhonda Cummings,Office Supplies,East,1066.68
Rhonda Ivey,Furniture,East,453.62
Rhonda Ivey,Office Supplies,East,190.51
Rhonda Lutz,Technology,East,357.86
Rhonda Schroeder,Office Supplies,Central,37.89
Rhonda Stein,Furniture,South,629.04
Rhonda Stein,Office Supplies,South,918.49
Rhonda Stein,Technology,South,916.82
Rhonda Tuttle,Office Supplies,South,74.1
Rhonda Tuttle,Technology,South,11737.77
Rhonda Wong,Technology,East,92.26
Richard Keller,Furniture,East,850.16
Richard McClure,Furniture,West,13384.1
Richard McClure,Office Supplies,West,546.86
Richard McClure,Technology,West,2424.47
Richard Tan,Furniture,West,2934.16
Richard Tan,Office Supplies,West,199.02
Richard Tan,Technology,West,876.88
Rick Bland,Office Supplies,East,109.84
Rick Ellis,Office Supplies,South,1744.83
Rick Ellis,Technology,South,522.46
Rick Foster Hawkins,Furniture,West,6177.48
Rick Foster Hawkins,Office Supplies,West,972.6
Rick Foster Hawkins,Technology,West,12074.23
Rick Houston,Furniture,West,426.93
Rick Houston,Office Supplies,West,249.78
Rick Houston,Technology,West,401.51
Ricky Allred,Furniture,South,463.18
Ricky Allred,Office Supplies,South,536.64
Ricky Allred,Technology,South,1338.07
Ricky C Sumner,Office Supplies,Central,104.17
Ricky C Sumner,Technology,Central,2019.81
Ricky Dougherty,Furniture,Central,3896.27
Ricky Dougherty,Office Supplies,Central,309.33
Ricky Dougherty,Technology,Central,2975.83
Ricky Garner,Office Supplies,South,1134.3
Ricky Garner,Technology,South,1335.42
Ricky Hansen,Office Supplies,East,5.58
Ricky Hensley,Furniture,West,640.97
Ricky Hensley,Office Supplies,West,182.68
Ricky Hess,Office Supplies,East,62.72
Ricky Johnston,Office Supplies,West,679.37
Ricky Kaufman,Office Supplies,West,965.91
Ricky Klein,Furniture,East,11.81
Ricky Sanders,Furniture,Central,710.41
Ricky Sanders,Office Supplies,Central,392.28
Ricky Sanders,Technology,Central,417.91
Ricky W Clements,Furniture,South,29.08
Ricky W Clements,Office Supplies,South,302.09
Ricky W Clements,Technology,South,2569.57
Ricky Whitley,Office Supplies,West,65.29
Ricky Y Newman,Office Supplies,South,3202.86
Ricky Y Newman,Technology,South,3900.69
Rita Barton,Technology,East,127.22
Rita Coates Doyle,Office Supplies,East,51.3
Rita Kahn Ward,Technology,East,9.6
Rita Spivey,Office Supplies,East,114.81
Rita Vaughn,Office Supplies,South,536.74
Rita Vaughn,Technology,South,1371.78
Rita Wagner,Furniture,West,854.97
Rita Wagner,Office Supplies,West,166.29
Robert Brantley,Office Supplies,Central,145.42
Robert Brantley,Technology,Central,1887.1
Robert Cowan,Furniture,West,4290.63
Robert Cowan,Office Supplies,West,2034.24
Robert Cowan,Technology,West,70.06
Robert Li,Office Supplies,South,218.3
Robert Rollins,Furniture,South,6226.83
Robert Rollins,Office Supplies,South,156.41
Robert Rollins,Technology,South,818.49
Robert Sloan,Office Supplies,West,457.75
Robert Sloan,Technology,West,317.71
Robert Willis,Office Supplies,South,967.62
Robert Willis,Technology,South,68.44
Roberta Daniel,Furniture,West,4158.73
Roberta Daniel,Office Supplies,West,81.44
Roberta Meyer,Office Supplies,East,220.16
Roberta Mitchell,Furniture,Central,56.68
Roberta Mitchell,Office Supplies,Central,289.05
Roberta Mitchell,Technology,Central,4648.35
Roberta Mullins Peters,Office Supplies,East,51.82
Roberta Vincent Haas,Furniture,Central,125
Robin Beatty,Office Supplies,East,847.77
Robin Bradford,Furniture,East,6428.07
Robin Bradford,Office Supplies,East,534.53
Robin High,Furniture,Central,818.81
Robin High,Office Supplies,Central,113.84
Robin High,Technology,Central,2059.22
Robin Kramer Vaughn,Furniture,West,1974.55
Robin Kramer Vaughn,Office Supplies,West,213.2
Robin Mathews,Office Supplies,East,9.67
Robin Tyler,Furniture,South,1191.74
Robin Tyler,Office Supplies,South,13.95
Robin Tyler,Technology,South,3752.81
Robyn Buchanan,Furniture,East,2482.85
Robyn Buchanan,Office Supplies,East,1190.21
Robyn Buchanan,Technology,East,255.42
Robyn Connor,Office Supplies,East,1499.09
Robyn Connor,Technology,East,424
Robyn Crawford,Furniture,South,626.95
Robyn Crawford,Office Supplies,South,1483.97
Robyn Crawford,Technology,South,280.71
Robyn Garner,Office Supplies,West,163.43
Robyn Goodwin,Office Supplies,Central,21.56
Robyn Goodwin,Technology,Central,41.91
Robyn Hayes,Office Supplies,South,207.22
Robyn Lyon,Furniture,East,3313.26
Robyn Lyon,Office Supplies,East,371.99
Robyn Lyon,Technology,East,1540.15
Robyn Stanley,Technology,East,142.52
Robyn White,Furniture,West,1505.99
Robyn White,Office Supplies,West,543.05
Robyn White,Technology,West,1734.55
Robyn Zhou,Furniture,West,1020.08
Robyn Zhou,Office Supplies,West,240.41
Robyn Zhou,Technology,West,178.84
Rodney Christian Callahan,Furniture,West,1922.81
Rodney Christian Callahan,Office Supplies,West,481.22
Rodney Christian Callahan,Technology,West,189.42
Rodney Field,Furniture,Central,1199.76
Rodney Field,Office Supplies,Central,3327.33
Rodney Horn Kirby,Furniture,East,262.89
Rodney Horn Kirby,Office Supplies,East,118.08
Rodney Horn Kirby,Technology,East,3152.45
Rodney Kearney,Furniture,South,1444.29
Rodney Kearney,Office Supplies,South,850.01
Rodney Kearney,Technology,South,393.98
Rodney Proctor,Office Supplies,South,943.69
Rodney Proctor,Technology,South,655.36
Rodney Reed,Office Supplies,East,135.69
Roger Barnett Goodman,Office Supplies,East,220.37
Roger Blalock Cassidy,Office Supplies,East,61.52
Roger Hopkins,Office Supplies,South,1786.79
Roger Hopkins,Technology,South,2020.47
Roger Howell,Technology,West,779.47
Roger Liu,Furniture,East,12732
Roger Liu,Office Supplies,East,220.66
Roger Meyer,Furniture,Central,818.01
Roger Meyer,Office Supplies,Central,263.51
Roger Meyer,Technology,Central,1493.51
Roger Schwartz,Furniture,Central,2698.54
Roger Schwartz,Office Supplies,Central,52.45
Roger Schwartz,Technology,Central,224.97
Ron Bullock,Furniture,Central,352.37
Ron Bullock,Technology,Central,637.26
Ron Dillon,Furniture,West,145.57
Ron Dillon,Office Supplies,West,1526.68
Ron Newton,Office Supplies,West,156.11
Ron Patrick,Office Supplies,East,31.74
Ron Singh,Office Supplies,Central,130.17
Ron Singh,Technology,Central,221.24
Ronald Goldman Francis,Furniture,East,3277.49
Ronald O'Neill,Furniture,Central,92.58
Ronald O'Neill,Office Supplies,Central,81.01
Ronald Park,Office Supplies,Central,224.17
Ronald Perry,Furniture,East,1540.18
Ronald Perry,Office Supplies,East,31.19
Ronald Perry,Technology,East,1280.35
Ronnie Creech,Office Supplies,East,25.7
Ronnie D Moon,Technology,East,137
Ronnie Dodson,Furniture,West,13255.99
Ronnie Dodson,Office Supplies,West,728
Ronnie Dodson,Technology,West,6284.55
Ronnie Mathews,Furniture,West,1496.96
Ronnie Mathews,Office Supplies,West,175.47
Ronnie Mathews,Technology,West,8346.1
Ronnie McNamara,Office Supplies,West,229.44
Ronnie Nolan,Office Supplies,East,14.53
Ronnie Pace,Office Supplies,East,77.85
Ronnie Proctor,Furniture,West,6362.85
Ronnie Proctor,Office Supplies,West,113.25
Ronnie Shaffer,Furniture,Central,1029.34
Ronnie Shaffer,Office Supplies,Central,59.24
Ronnie Shaffer,Technology,Central,290.96
Rose Abrams,Office Supplies,East,1772.96
Rose Holloway,Technology,East,189.82
Rose Lassiter,Furniture,Central,750.94
Rose Lassiter,Office Supplies,Central,508.77
Rose McCarthy,Furniture,Central,3086.9
Rose McCarthy,Office Supplies,Central,20.51
Rose McCarthy,Technology,Central,141.26
Rose Reed,Technology,East,266.66
Rose Schultz,Office Supplies,East,93.41
Rose Starr,Technology,East,406.12
Rosemary Branch,Furniture,South,366.44
Rosemary Branch,Office Supplies,South,10.45
Rosemary Branch,Technology,South,99.6
Rosemary English,Office Supplies,East,18.49
Rosemary Foster,Office Supplies,East,547.08
Rosemary Giles Case,Furniture,East,532.6
Rosemary Howell,Office Supplies,West,265.2
Rosemary O'Brien,Furniture,East,30937.79
Rosemary O'Brien,Office Supplies,East,2278.02
Rosemary O'Brien,Technology,East,53324.94
Rosemary Stark,Furniture,South,92.99
Rosemary Stark,Technology,South,284.39
Ross Beard,Technology,East,48.05
Ross Frederick,Office Supplies,Central,815.14
Ross Frederick,Technology,Central,1300.81
Ross Kent,Furniture,West,4229.32
Ross Kent,Office Supplies,West,643.78
Ross Kent,Technology,West,30.19
Ross McGee Stern,Office Supplies,Central,351.03
Ross O'Donnell,Furniture,West,29.03
Ross O'Donnell,Office Supplies,West,958.4
Ross Simpson,Furniture,South,5704.74
Ross Simpson,Office Supplies,South,975.61
Ross Simpson,Technology,South,2780.09
Ross Wang Bates,Office Supplies,Central,519.09
Ross Wang Bates,Technology,Central,941.17
Roy Briggs,Furniture,Central,192.69
Roy Hardison,Office Supplies,East,145.12
Roy Love,Furniture,East,2912.16
Roy Love,Office Supplies,East,694.63
Roy Love,Technology,East,1406.34
Roy Rouse,Office Supplies,West,640.11
Roy Rouse,Technology,West,1503.05
Roy Wade,Furniture,East,1553.72
Roy Wade,Office Supplies,East,40.96
Roy Wade,Technology,East,492.85
Ruby Booth,Office Supplies,South,12.86
Ruby Bowling,Office Supplies,West,343.57
Ruby Gibbons,Office Supplies,Central,3577.56
Ruby Goodwin,Furniture,East,222.62
Ruby Goodwin,Technology,East,812.79
Ruby Hawkins,Technology,West,415.21
Ruby Horowitz,Furniture,Central,876.04
Ruby Horowitz,Office Supplies,Central,2728.81
Ruby Horowitz,Technology,Central,73.19
Ruby Raynor,Technology,East,629.81
Ruby Tan,Furniture,Central,170.3
Ruby Tan,Office Supplies,Central,47.3
Ruby Tate,Furniture,South,929.41
Ruby Tate,Office Supplies,South,88.61
Ruby Tate,Technology,South,100.1
Russell Chan,Furniture,Central,1537.46
Russell Chan,Office Supplies,Central,2971.56
Russell Chen,Office Supplies,East,165.34
Russell Hsu O'Neill,Technology,South,6506.17
Russell Nichols,Office Supplies,East,67.22
Russell W Melton,Furniture,South,126.84
Russell W Melton,Office Supplies,South,139.42
Russell W Melton,Technology,South,676.95
Ruth Dudley,Office Supplies,East,430.73
Ruth Lamm,Furniture,Central,3694.7
Ruth Lamm,Office Supplies,Central,84.37
Ruth Lamm,Technology,Central,9924.28
Ruth McConnell Young,Furniture,Central,32510.21
Ruth McConnell Young,Office Supplies,Central,2059.98
Ruth McConnell Young,Technology,Central,20687.7
Ruth Stout,Furniture,West,3076.1
Ruth Stout,Office Supplies,West,379.81
Ruth Stout,Technology,West,11055.12
Ryan Chu,Technology,East,4760.67
Ryan Foster,Furniture,West,14.75
Ryan Foster,Office Supplies,West,185.92
Ryan Foster,Technology,West,1685.41
Ryan Herman,Furniture,Central,136.25
Ryan Herman,Office Supplies,Central,178.78
Ryan Mann,Office Supplies,East,31.36
Ryan Rosen,Furniture,Central,3456.14
Ryan Rosen,Office Supplies,Central,1254.09
Ryan Taylor,Office Supplies,Central,192.64
Ryan Taylor,Technology,Central,184.13
Sally Dunn,Furniture,South,612.92
Sally House,Technology,Central,1356.94
Sally Liu,Office Supplies,Central,90.23
Sally Liu,Technology,Central,5359.17
Sally Padgett,Office Supplies,South,107.35
Sally Steele,Office Supplies,East,83.68
Sam Carlson,Furniture,West,3394.05
Sam Carlson,Office Supplies,West,829.18
Sam Graham Christian,Office Supplies,East,66.39
Sam Maynard,Office Supplies,South,76.7
Sam Maynard,Technology,South,372.02
Sam Oh,Technology,East,266.39
Sam Raynor,Furniture,East,1607.81
Sam Rouse,Office Supplies,South,169.23
Sam Rouse,Technology,South,919.35
Sam Woodward,Furniture,Central,776.17
Sam Woodward,Technology,Central,1032.36
Samantha Allen,Office Supplies,Central,221.34
Samantha Allen,Technology,Central,245.38
Samantha Hall,Furniture,Central,112.28
Samantha Hall,Office Supplies,Central,457.24
Samantha Hall,Technology,Central,480.12
Samantha Koch,Furniture,West,2112.7
Samantha Koch,Office Supplies,West,656.33
Samantha Koch,Technology,West,2084.61
Samantha Weaver,Furniture,Central,493.14
Samantha Weaver,Office Supplies,Central,3339.48
Samuel Dougherty,Technology,East,706.22
Samuel Moss,Office Supplies,East,10.22
Samuel Newman,Furniture,South,243.37
Samuel Newman,Office Supplies,South,1125.75
Samuel Newman,Technology,South,439.17
Samuel Simmons,Office Supplies,West,1318.22
Samuel Smith Ryan,Office Supplies,East,4.69
Sandra Atkins,Office Supplies,East,198.06
Sandra Berry,Furniture,South,277.84
Sandra Berry,Office Supplies,South,153.29
Sandra Berry,Technology,South,306.86
Sandra Faulkner,Office Supplies,South,1309.36
Sandra Howe,Furniture,West,794
Sandra Howe,Office Supplies,West,242.34
Sandra Howe,Technology,West,1800.33
Sandra Moran,Furniture,Central,4615.69
Sandra Moran,Office Supplies,Central,220.68
Sandra Moran,Technology,Central,1320.34
Sandra O'Neill Briggs,Furniture,South,1916.19
Sandra O'Neill Briggs,Office Supplies,South,42.58
Sandra Sharma,Furniture,South,3954.95
Sandra Sharma,Office Supplies,South,284.88
Sandra Sharma,Technology,South,765.71
Sandra Shaw,Furniture,West,403.54
Sandra Shaw,Office Supplies,West,831.15
Sandy Byers,Office Supplies,East,10.24
Sandy Cannon,Office Supplies,Central,373.82
Sandy Ellington,Furniture,West,1732.45
Sandy Ellington,Office Supplies,West,1090.78
Sandy Gill,Office Supplies,South,62
Sandy Holmes,Office Supplies,Central,207.95
Sandy Holmes,Technology,Central,1212.51
Sandy Hunt,Furniture,South,5814.04
Sandy Hunt,Office Supplies,South,21.46
Sandy Hunt,Technology,South,665.39
Sandy Mueller,Office Supplies,East,370.68
Sara Barton,Office Supplies,West,29.63
Sara Faulkner,Furniture,West,60.33
Sara Faulkner,Office Supplies,West,918.76
Sara O'Connor,Furniture,West,4996.96
Sara O'Connor,Office Supplies,West,87.35
Sara O'Connor,Technology,West,444.13
Sara Perkins,Office Supplies,South,82.02
Sara Sykes Davies,Furniture,East,2570.99
Sara Sykes Davies,Office Supplies,East,64.28
Sarah Cooke Anthony,Office Supplies,Central,27.85
Sarah Huang,Furniture,Central,272.61
Sarah Huang,Technology,Central,4072.14
Sarah McCormick,Office Supplies,Central,3300.95
Sarah N Becker,Office Supplies,West,279.01
Sarah Pappas,Office Supplies,East,131.08
Sarah Ramsey,Office Supplies,East,64.4
Sarah Ramsey,Technology,East,945.99
Scott Bunn,Furniture,East,11041.1
Scott Bunn,Office Supplies,East,25945.4
Scott Bunn,Technology,East,17105.14
Scott Feldman,Technology,East,919.09
Scott McKenna,Furniture,East,647.92
Scott McKenna,Office Supplies,East,9586.8
Scott Moore,Furniture,Central,561.65
Scott Moore,Office Supplies,Central,67.88
Scott Taylor,Office Supplies,East,16.3
Sean Burton,Furniture,Central,117.34
Sean Burton,Office Supplies,Central,1027.36
Sean Garner,Office Supplies,East,36.31
Sean Herbert,Office Supplies,Central,141.59
Sean Herbert,Technology,Central,9992.01
Sean McKenna,Furniture,West,1608.11
Sean McKenna,Office Supplies,West,1295.16
Sean McKenna,Technology,West,3277.92
Sean N Boyer,Furniture,West,26220.78
Sean N Boyer,Office Supplies,West,12538.02
Sean N Boyer,Technology,West,16482.83
Sean Pratt,Furniture,East,285.49
Sean Pugh,Office Supplies,South,77.08
Sean Pugh,Technology,South,330.89
Sean Sparks,Furniture,South,608.33
Sean Sparks,Office Supplies,South,1505.26
Sean Stephenson,Furniture,South,2440.91
Sean Stephenson,Office Supplies,South,63.32
Sean Stephenson,Technology,South,150.6
Seth Berry,Furniture,Central,24.39
Seth Berry,Office Supplies,Central,35.59
Seth Berry,Technology,Central,2877.27
Seth Davies,Furniture,Central,49.4
Seth Davies,Office Supplies,Central,4106.84
Seth Davies,Technology,Central,253.76
Seth Grimes,Office Supplies,West,30.96
Seth Matthews,Office Supplies,Central,1366.71
Seth Matthews,Technology,Central,371.02
Seth Merrill,Furniture,Central,69.96
Seth Merrill,Office Supplies,Central,24.19
Seth Rosenberg,Office Supplies,East,2057.87
Seth Stanton,Office Supplies,East,51.72
Seth Sweeney,Office Supplies,West,98.49
Seth Sweeney,Technology,West,3909.17
Shannon Aldridge,Furniture,East,244.82
Shannon Aldridge,Office Supplies,East,20.97
Shannon Aldridge,Technology,East,902.64
Shannon Beasley,Office Supplies,East,40.7
Shannon McClure,Office Supplies,Central,1031.92
Shannon McPherson,Technology,South,46.85
Sharon Dickinson,Office Supplies,Central,874.43
Sharon Dickinson,Technology,Central,2872.12
Sharon Ellis,Furniture,Central,6947.27
Sharon Ellis,Office Supplies,Central,1356.51
Sharon Ellis,Technology,Central,163.37
Sharon Hopkins,Office Supplies,South,136.69
Sharon Hopkins,Technology,South,1353.84
Sharon Kessler,Office Supplies,Central,897.58
Sharon Kessler,Technology,Central,1120.75
Sharon Long,Furniture,South,1815.28
Sharon Long,Office Supplies,South,801.65
Sharon Marcus,Furniture,West,6146.26
Sharon Marcus,Office Supplies,West,546.29
Sharon Sellers,Office Supplies,East,646.27
Sharon Thomas,Furniture,South,1891.28
Sharon Thomas,Office Supplies,South,828
Shawn Adler,Office Supplies,East,2027.56
Shawn Adler,Technology,East,2543.45
Shawn Beasley,Furniture,East,2832.33
Shawn Beasley,Office Supplies,East,1705.59
Shawn Combs,Furniture,East,1639.84
Shawn Combs,Office Supplies,East,74.2
Shawn Combs,Technology,East,320.95
Shawn Dunn,Office Supplies,East,80.36
Shawn E Craig,Technology,South,434.52
Shawn McIntyre,Furniture,West,120.04
Shawn McIntyre,Office Supplies,West,619.79
Shawn McIntyre,Technology,West,5005.4
Shawn Meyer,Furniture,Central,1515.98
Shawn Meyer,Technology,Central,2400.95
Shawn Stern,Office Supplies,South,563.66
Sheila Pritchard,Technology,East,11.46
Sheila Schultz,Technology,East,679.63
Sheila Warren,Furniture,Central,195.63
Sheila Warren,Office Supplies,Central,121.94
Shelley Grant,Office Supplies,Central,880.78
Shelley Grant,Technology,Central,10006.99
Sherri F Vogel,Furniture,Central,551.51
Sherri F Vogel,Office Supplies,Central,745.38
Sherri Kramer,Technology,East,237.77
Sherri McIntosh,Furniture,West,43.53
Sherri McIntosh,Office Supplies,West,1073.84
Sherri McKinney,Furniture,Central,478.61
Sherri McKinney,Technology,Central,249.82
Sherri P Stephens,Furniture,Central,64.19
Sherri P Stephens,Office Supplies,Central,445.85
Sherry Brantley,Furniture,Central,81.02
Sherry Brantley,Office Supplies,Central,726.59
Sherry Brantley,Technology,Central,4260.09
Sherry Hurley,Furniture,South,425.88
Sherry Hurley,Office Supplies,South,745.18
Sherry Hurley,Technology,South,391.4
Sheryl Alexander,Furniture,South,828.85
Sheryl Alexander,Office Supplies,South,1939.47
Sheryl Allred,Technology,South,2137.96
Sheryl Cole,Furniture,Central,757.38
